task,ppt,SYNSscene,SYNSView,categorySelected,categoryLabelSelected
Appearance,1,16,7,4,Green
Appearance,1,24,1,2,Bright
Appearance,1,72,3,5,Brown
Appearance,1,78,15,2,Bright
Appearance,1,67,15,5,Brown
Appearance,1,41,3,5,Brown
Appearance,1,75,1,1,Dark
Appearance,1,10,17,2,Bright
Appearance,1,11,13,4,Green
Appearance,1,76,3,1,Dark
Appearance,1,69,13,4,Green
Appearance,1,19,13,4,Green
Appearance,1,53,15,3,Blue
Appearance,1,33,3,2,Bright
Appearance,1,28,9,4,Green
Appearance,1,16,5,4,Green
Appearance,1,71,7,4,Green
Appearance,1,71,3,4,Green
Appearance,1,56,11,5,Brown
Appearance,1,68,3,1,Dark
Appearance,1,43,3,4,Green
Appearance,1,44,3,4,Green
Appearance,1,10,3,2,Bright
Appearance,1,7,9,2,Bright
Appearance,1,70,1,2,Bright
Appearance,1,61,5,5,Brown
Appearance,1,24,5,2,Bright
Appearance,1,65,13,2,Bright
Appearance,1,42,15,1,Dark
Appearance,1,44,15,4,Green
Appearance,1,26,11,4,Green
Appearance,1,45,13,1,Dark
Appearance,1,12,13,4,Green
Appearance,1,50,15,4,Green
Appearance,1,26,15,1,Dark
Appearance,1,55,5,1,Dark
Appearance,1,52,13,2,Bright
Appearance,1,32,13,4,Green
Appearance,1,47,11,1,Dark
Appearance,1,68,15,1,Dark
Appearance,1,56,9,5,Brown
Appearance,1,72,9,1,Dark
Appearance,1,9,13,3,Blue
Appearance,1,43,9,4,Green
Appearance,1,32,15,4,Green
Appearance,1,76,1,2,Bright
Appearance,1,16,13,4,Green
Appearance,1,24,3,2,Bright
Appearance,1,29,7,4,Green
Appearance,1,21,15,1,Dark
Appearance,1,70,9,2,Bright
Appearance,1,59,5,1,Dark
Appearance,1,37,11,2,Bright
Appearance,1,72,5,1,Dark
Appearance,1,1,9,1,Dark
Appearance,1,73,11,1,Dark
Appearance,1,54,11,1,Dark
Appearance,1,49,1,1,Dark
Appearance,1,46,3,5,Brown
Appearance,1,57,11,2,Bright
Appearance,1,75,3,1,Dark
Appearance,1,23,5,4,Green
Appearance,1,54,5,1,Dark
Appearance,1,42,3,2,Bright
Appearance,1,57,7,2,Bright
Appearance,1,6,5,4,Green
Appearance,1,57,15,5,Brown
Appearance,1,54,7,1,Dark
Appearance,1,20,15,4,Green
Appearance,1,78,9,2,Bright
Appearance,1,35,15,1,Dark
Appearance,1,20,11,4,Green
Appearance,1,31,3,2,Bright
Appearance,1,12,17,2,Bright
Appearance,1,46,13,5,Brown
Appearance,1,6,15,4,Green
Appearance,1,4,3,4,Green
Appearance,1,3,5,2,Bright
Appearance,1,37,9,3,Blue
Appearance,1,35,9,1,Dark
Appearance,1,70,11,2,Bright
Appearance,1,55,11,1,Dark
Appearance,1,55,17,1,Dark
Appearance,1,79,9,1,Dark
Appearance,1,40,3,5,Brown
Appearance,1,70,5,2,Bright
Appearance,1,40,9,1,Dark
Appearance,1,50,3,1,Dark
Appearance,1,41,7,5,Brown
Appearance,1,64,13,5,Brown
Appearance,1,60,13,5,Brown
Appearance,1,49,11,4,Green
Appearance,1,50,11,4,Green
Appearance,1,49,7,4,Green
Appearance,1,67,1,1,Dark
Appearance,1,3,13,5,Brown
Appearance,1,54,9,1,Dark
Appearance,1,29,9,4,Green
Appearance,1,6,13,4,Green
Appearance,1,30,13,1,Dark
Appearance,1,34,9,2,Bright
Appearance,1,53,17,3,Blue
Appearance,1,62,7,4,Green
Appearance,1,21,9,1,Dark
Appearance,1,61,17,5,Brown
Appearance,1,13,1,4,Green
Appearance,1,5,1,4,Green
Appearance,1,49,13,4,Green
Appearance,1,73,17,5,Brown
Appearance,1,45,17,1,Dark
Appearance,1,59,17,1,Dark
Appearance,1,68,1,1,Dark
Appearance,1,40,7,5,Brown
Appearance,1,31,17,2,Bright
Appearance,1,8,1,2,Bright
Appearance,1,46,1,5,Brown
Appearance,1,40,1,1,Dark
Appearance,1,62,9,4,Green
Appearance,1,4,7,4,Green
Appearance,1,80,3,2,Bright
Appearance,1,54,17,1,Dark
Appearance,1,6,7,4,Green
Appearance,1,26,17,1,Dark
Appearance,1,34,1,1,Dark
Appearance,1,31,9,2,Bright
Appearance,1,47,1,4,Green
Appearance,1,58,1,1,Dark
Appearance,1,30,17,2,Bright
Appearance,1,52,5,4,Green
Appearance,1,35,5,2,Bright
Appearance,1,76,9,5,Brown
Appearance,1,70,13,5,Brown
Appearance,1,43,17,4,Green
Appearance,1,28,5,2,Bright
Appearance,1,20,13,1,Dark
Appearance,1,62,3,1,Dark
Appearance,1,76,11,5,Brown
Appearance,1,39,3,4,Green
Appearance,1,52,17,1,Dark
Appearance,1,69,17,5,Brown
Appearance,1,60,15,1,Dark
Appearance,1,3,17,2,Bright
Appearance,1,32,5,4,Green
Appearance,1,21,5,1,Dark
Appearance,1,13,3,2,Bright
Appearance,1,66,3,3,Blue
Appearance,1,7,13,2,Bright
Appearance,1,10,13,2,Bright
Appearance,1,6,9,4,Green
Appearance,1,61,11,5,Brown
Appearance,1,64,1,4,Green
Appearance,1,10,11,4,Green
Appearance,1,3,15,5,Brown
Appearance,1,59,3,1,Dark
Appearance,1,80,13,2,Bright
Appearance,1,53,7,5,Brown
Appearance,1,5,13,4,Green
Appearance,1,65,1,1,Dark
Appearance,1,71,1,4,Green
Appearance,1,63,13,1,Dark
Appearance,1,51,11,4,Green
Appearance,1,55,13,1,Dark
Appearance,1,59,7,1,Dark
Appearance,1,14,13,1,Dark
Appearance,1,22,5,4,Green
Appearance,1,47,13,5,Brown
Appearance,1,31,7,2,Bright
Appearance,1,11,7,2,Bright
Appearance,1,21,17,1,Dark
Appearance,1,18,15,2,Bright
Appearance,1,50,9,4,Green
Appearance,1,51,15,4,Green
Appearance,1,77,5,5,Brown
Appearance,1,66,7,3,Blue
Appearance,1,64,7,4,Green
Appearance,1,3,1,2,Bright
Appearance,1,12,5,1,Dark
Appearance,1,23,3,1,Dark
Appearance,1,5,15,4,Green
Appearance,1,30,5,4,Green
Appearance,1,15,7,2,Bright
Appearance,1,2,11,1,Dark
Appearance,1,35,17,2,Bright
Appearance,1,27,17,5,Brown
Appearance,1,69,5,4,Green
Appearance,1,36,17,5,Brown
Appearance,1,33,1,2,Bright
Appearance,1,63,17,1,Dark
Appearance,1,23,9,4,Green
Appearance,1,9,1,2,Bright
Appearance,1,1,1,2,Bright
Appearance,1,68,5,5,Brown
Appearance,1,14,15,1,Dark
Appearance,1,35,3,5,Brown
Appearance,1,23,1,1,Dark
Appearance,1,44,11,4,Green
Appearance,1,35,1,1,Dark
Appearance,1,80,15,2,Bright
Appearance,1,46,17,5,Brown
Appearance,1,20,3,4,Green
Appearance,1,63,5,1,Dark
Appearance,1,4,17,4,Green
Appearance,1,43,13,4,Green
Appearance,1,36,5,2,Bright
Appearance,1,66,5,3,Blue
Appearance,1,13,15,4,Green
Appearance,1,10,1,2,Bright
Appearance,1,36,15,1,Dark
Appearance,1,56,5,5,Brown
Appearance,1,64,17,1,Dark
Appearance,1,8,15,3,Blue
Appearance,1,56,3,5,Brown
Appearance,1,78,13,4,Green
Appearance,1,24,15,2,Bright
Appearance,1,50,5,1,Dark
Appearance,1,71,17,1,Dark
Appearance,1,69,15,2,Bright
Appearance,1,3,9,2,Bright
Appearance,1,67,13,1,Dark
Appearance,1,74,11,2,Bright
Appearance,1,16,11,4,Green
Appearance,1,78,17,4,Green
Appearance,1,42,1,2,Bright
Appearance,1,77,3,5,Brown
Appearance,1,32,17,4,Green
Appearance,1,76,15,5,Brown
Appearance,1,60,7,2,Bright
Appearance,1,65,5,1,Dark
Appearance,1,71,13,1,Dark
Appearance,1,68,13,5,Brown
Appearance,1,14,17,1,Dark
Appearance,1,16,3,4,Green
Appearance,1,56,15,5,Brown
Appearance,1,74,13,5,Brown
Appearance,1,48,13,5,Brown
Appearance,1,23,17,4,Green
Appearance,1,68,7,5,Brown
Appearance,1,44,9,4,Green
Appearance,1,41,5,5,Brown
Appearance,1,65,11,2,Bright
Appearance,1,30,1,2,Bright
Appearance,1,33,9,2,Bright
Appearance,1,63,9,1,Dark
Appearance,1,70,15,2,Bright
Appearance,1,8,3,2,Bright
Appearance,1,31,13,2,Bright
Appearance,1,79,13,5,Brown
Appearance,1,18,9,2,Bright
Appearance,1,69,11,1,Dark
Appearance,1,17,17,2,Bright
Appearance,1,31,11,2,Bright
Appearance,1,32,11,4,Green
Appearance,1,25,17,2,Bright
Appearance,1,1,3,1,Dark
Appearance,1,44,7,4,Green
Appearance,1,15,11,2,Bright
Appearance,1,30,3,2,Bright
Appearance,1,13,11,4,Green
Appearance,1,1,7,1,Dark
Appearance,1,2,17,1,Dark
Appearance,1,51,1,4,Green
Appearance,1,10,7,4,Green
Appearance,1,53,3,5,Brown
Appearance,1,38,17,2,Bright
Appearance,1,25,11,4,Green
Appearance,1,71,5,4,Green
Appearance,1,28,3,2,Bright
Appearance,1,9,5,2,Bright
Appearance,1,22,3,4,Green
Appearance,1,67,17,5,Brown
Appearance,1,76,7,5,Brown
Appearance,1,59,9,5,Brown
Appearance,1,3,11,2,Bright
Appearance,1,11,9,2,Bright
Appearance,1,76,17,2,Bright
Appearance,1,23,15,4,Green
Appearance,1,77,17,2,Bright
Appearance,1,57,5,5,Brown
Appearance,1,19,9,4,Green
Appearance,1,39,11,1,Dark
Appearance,1,48,17,2,Bright
Appearance,1,18,1,1,Dark
Appearance,1,54,13,1,Dark
Appearance,1,75,9,5,Brown
Appearance,1,64,9,5,Brown
Appearance,1,5,5,4,Green
Appearance,1,38,15,4,Green
Appearance,1,19,11,1,Dark
Appearance,1,2,7,4,Green
Appearance,1,1,17,5,Brown
Appearance,1,49,3,4,Green
Appearance,1,8,5,2,Bright
Appearance,1,3,3,2,Bright
Appearance,1,7,5,2,Bright
Appearance,1,14,9,1,Dark
Appearance,1,28,15,4,Green
Appearance,1,2,1,1,Dark
Appearance,1,47,3,1,Dark
Appearance,1,2,5,4,Green
Appearance,1,59,11,5,Brown
Appearance,1,35,13,1,Dark
Appearance,1,33,17,4,Green
Appearance,1,26,1,4,Green
Appearance,1,41,15,5,Brown
Appearance,1,70,17,5,Brown
Appearance,1,43,15,4,Green
Appearance,1,39,15,1,Dark
Appearance,1,38,1,2,Bright
Appearance,1,77,1,2,Bright
Appearance,1,29,15,4,Green
Appearance,1,79,17,2,Bright
Appearance,1,68,9,5,Brown
Appearance,1,65,7,1,Dark
Appearance,1,68,17,5,Brown
Appearance,1,58,5,1,Dark
Appearance,1,14,1,5,Brown
Appearance,1,40,15,5,Brown
Appearance,1,80,5,2,Bright
Appearance,2,27,9,2,Bright
Appearance,2,50,3,1,Dark
Appearance,2,59,3,2,Bright
Appearance,2,51,11,4,Green
Appearance,2,26,9,2,Bright
Appearance,2,69,5,4,Green
Appearance,2,54,5,1,Dark
Appearance,2,55,15,1,Dark
Appearance,2,63,13,4,Green
Appearance,2,65,5,1,Dark
Appearance,2,32,17,4,Green
Appearance,2,64,5,4,Green
Appearance,2,56,7,5,Brown
Appearance,2,21,11,5,Brown
Appearance,2,29,3,4,Green
Appearance,2,73,3,2,Bright
Appearance,2,53,5,2,Bright
Appearance,2,41,3,5,Brown
Appearance,2,40,3,5,Brown
Appearance,2,71,7,4,Green
Appearance,2,79,13,5,Brown
Appearance,2,80,15,2,Bright
Appearance,2,29,15,4,Green
Appearance,2,69,1,5,Brown
Appearance,2,32,13,4,Green
Appearance,2,78,1,1,Dark
Appearance,2,34,7,2,Bright
Appearance,2,18,13,2,Bright
Appearance,2,45,3,1,Dark
Appearance,2,20,11,4,Green
Appearance,2,49,5,4,Green
Appearance,2,6,1,4,Green
Appearance,2,39,11,4,Green
Appearance,2,56,1,2,Bright
Appearance,2,65,17,5,Brown
Appearance,2,3,1,4,Green
Appearance,2,61,15,5,Brown
Appearance,2,16,5,4,Green
Appearance,2,52,11,4,Green
Appearance,2,1,13,5,Brown
Appearance,2,48,13,5,Brown
Appearance,2,57,17,5,Brown
Appearance,2,5,3,4,Green
Appearance,2,6,11,4,Green
Appearance,2,42,7,4,Green
Appearance,2,30,5,4,Green
Appearance,2,35,5,2,Bright
Appearance,2,59,5,5,Brown
Appearance,2,8,17,3,Blue
Appearance,2,73,11,1,Dark
Appearance,2,34,13,4,Green
Appearance,2,39,15,4,Green
Appearance,2,77,13,5,Brown
Appearance,2,45,11,4,Green
Appearance,2,74,3,5,Brown
Appearance,2,17,3,5,Brown
Appearance,2,45,5,5,Brown
Appearance,2,73,13,1,Dark
Appearance,2,47,1,4,Green
Appearance,2,3,3,4,Green
Appearance,2,8,11,2,Bright
Appearance,2,70,9,2,Bright
Appearance,2,13,5,4,Green
Appearance,2,5,17,4,Green
Appearance,2,25,13,4,Green
Appearance,2,28,3,4,Green
Appearance,2,41,17,5,Brown
Appearance,2,6,5,4,Green
Appearance,2,19,5,4,Green
Appearance,2,10,5,4,Green
Appearance,2,40,13,5,Brown
Appearance,2,28,15,4,Green
Appearance,2,31,11,2,Bright
Appearance,2,54,9,1,Dark
Appearance,2,41,5,5,Brown
Appearance,2,77,11,5,Brown
Appearance,2,48,7,5,Brown
Appearance,2,8,1,3,Blue
Appearance,2,74,9,5,Brown
Appearance,2,33,3,4,Green
Appearance,2,43,1,4,Green
Appearance,2,66,13,5,Brown
Appearance,2,71,17,4,Green
Appearance,2,29,17,4,Green
Appearance,2,57,15,5,Brown
Appearance,2,79,9,5,Brown
Appearance,2,18,5,5,Brown
Appearance,2,67,9,2,Bright
Appearance,2,38,17,4,Green
Appearance,2,62,1,4,Green
Appearance,2,50,5,4,Green
Appearance,2,11,7,4,Green
Appearance,2,37,5,3,Blue
Appearance,2,1,17,5,Brown
Appearance,2,57,11,1,Dark
Appearance,2,32,9,4,Green
Appearance,2,1,7,2,Bright
Appearance,2,79,17,2,Bright
Appearance,2,4,17,4,Green
Appearance,2,30,1,4,Green
Appearance,2,53,11,3,Blue
Appearance,2,47,15,4,Green
Appearance,2,55,13,5,Brown
Appearance,2,24,13,1,Dark
Appearance,2,73,1,2,Bright
Appearance,2,60,1,5,Brown
Appearance,2,70,1,2,Bright
Appearance,2,72,11,5,Brown
Appearance,2,64,1,4,Green
Appearance,2,40,15,5,Brown
Appearance,2,67,11,2,Bright
Appearance,2,52,15,4,Green
Appearance,2,37,13,2,Bright
Appearance,2,68,17,1,Dark
Appearance,2,51,7,4,Green
Appearance,2,10,1,4,Green
Appearance,2,44,15,4,Green
Appearance,2,5,5,4,Green
Appearance,2,41,9,5,Brown
Appearance,2,38,11,4,Green
Appearance,2,70,5,2,Bright
Appearance,2,30,17,4,Green
Appearance,2,49,7,4,Green
Appearance,2,28,9,4,Green
Appearance,2,49,1,4,Green
Appearance,2,58,9,5,Brown
Appearance,2,42,9,1,Dark
Appearance,2,79,7,5,Brown
Appearance,2,3,7,2,Bright
Appearance,2,16,15,4,Green
Appearance,2,16,3,4,Green
Appearance,2,8,9,2,Bright
Appearance,2,4,11,4,Green
Appearance,2,50,13,4,Green
Appearance,2,66,3,3,Blue
Appearance,2,30,11,4,Green
Appearance,2,74,15,1,Dark
Appearance,2,7,13,2,Bright
Appearance,2,20,17,4,Green
Appearance,2,67,7,5,Brown
Appearance,2,54,17,3,Blue
Appearance,2,58,3,5,Brown
Appearance,2,27,11,4,Green
Appearance,2,2,15,1,Dark
Appearance,2,32,5,4,Green
Appearance,2,76,17,4,Green
Appearance,2,36,15,4,Green
Appearance,2,62,17,2,Bright
Appearance,2,21,7,1,Dark
Appearance,2,46,1,5,Brown
Appearance,2,33,1,4,Green
Appearance,2,20,7,4,Green
Appearance,2,38,13,4,Green
Appearance,2,67,1,5,Brown
Appearance,2,10,7,4,Green
Appearance,2,21,13,5,Brown
Appearance,2,28,1,4,Green
Appearance,2,15,17,4,Green
Appearance,2,12,11,4,Green
Appearance,2,33,17,4,Green
Appearance,2,61,9,5,Brown
Appearance,2,33,13,4,Green
Appearance,2,10,11,4,Green
Appearance,2,1,3,5,Brown
Appearance,2,62,15,3,Blue
Appearance,2,55,1,5,Brown
Appearance,2,40,1,5,Brown
Appearance,2,69,17,5,Brown
Appearance,2,49,11,4,Green
Appearance,2,62,9,4,Green
Appearance,2,39,3,4,Green
Appearance,2,68,13,5,Brown
Appearance,2,57,1,5,Brown
Appearance,2,47,11,5,Brown
Appearance,2,46,13,5,Brown
Appearance,2,53,1,3,Blue
Appearance,2,55,9,5,Brown
Appearance,2,61,17,5,Brown
Appearance,2,26,3,4,Green
Appearance,2,59,15,5,Brown
Appearance,2,15,9,4,Green
Appearance,2,70,13,5,Brown
Appearance,2,41,13,2,Bright
Appearance,2,2,3,4,Green
Appearance,2,79,5,5,Brown
Appearance,2,45,9,5,Brown
Appearance,2,36,9,4,Green
Appearance,2,24,15,5,Brown
Appearance,2,39,1,4,Green
Appearance,2,46,5,5,Brown
Appearance,2,9,1,4,Green
Appearance,2,11,1,4,Green
Appearance,2,63,11,4,Green
Appearance,2,34,11,4,Green
Appearance,2,48,11,5,Brown
Appearance,2,76,7,5,Brown
Appearance,2,80,7,4,Green
Appearance,2,29,7,4,Green
Appearance,2,2,17,5,Brown
Appearance,2,74,1,4,Green
Appearance,2,72,5,5,Brown
Appearance,2,25,15,2,Bright
Appearance,2,15,11,4,Green
Appearance,2,39,9,4,Green
Appearance,2,77,3,5,Brown
Appearance,2,37,9,3,Blue
Appearance,2,56,9,2,Bright
Appearance,2,46,11,5,Brown
Appearance,2,70,11,2,Bright
Appearance,2,32,7,4,Green
Appearance,2,19,11,4,Green
Appearance,2,28,7,4,Green
Appearance,2,31,5,2,Bright
Appearance,2,12,9,4,Green
Appearance,2,78,17,4,Green
Appearance,2,36,7,3,Blue
Appearance,2,42,1,5,Brown
Appearance,2,67,5,5,Brown
Appearance,2,39,7,5,Brown
Appearance,2,30,7,4,Green
Appearance,2,10,15,4,Green
Appearance,2,78,15,4,Green
Appearance,2,73,9,3,Blue
Appearance,2,69,7,4,Green
Appearance,2,58,7,5,Brown
Appearance,2,71,3,4,Green
Appearance,2,72,17,4,Green
Appearance,2,32,11,4,Green
Appearance,2,29,1,5,Brown
Appearance,2,10,3,4,Green
Appearance,2,66,5,3,Blue
Appearance,2,11,17,4,Green
Appearance,2,41,7,5,Brown
Appearance,2,17,7,5,Brown
Appearance,2,45,17,5,Brown
Appearance,2,59,9,5,Brown
Appearance,2,52,9,4,Green
Appearance,2,22,9,4,Green
Appearance,2,80,5,4,Green
Appearance,2,39,5,5,Brown
Appearance,2,71,9,4,Green
Appearance,2,65,15,5,Brown
Appearance,2,65,3,5,Brown
Appearance,2,10,9,4,Green
Appearance,2,22,1,4,Green
Appearance,2,8,3,2,Bright
Appearance,2,17,15,5,Brown
Appearance,2,57,7,5,Brown
Appearance,2,53,17,3,Blue
Appearance,2,72,1,5,Brown
Appearance,2,18,15,2,Bright
Appearance,2,38,5,2,Bright
Appearance,2,35,7,1,Dark
Appearance,2,23,1,4,Green
Appearance,2,68,3,1,Dark
Appearance,2,40,9,5,Brown
Appearance,2,75,9,1,Dark
Appearance,2,38,1,5,Brown
Appearance,2,50,7,4,Green
Appearance,2,36,13,2,Bright
Appearance,2,70,15,5,Brown
Appearance,2,44,7,4,Green
Appearance,2,79,1,5,Brown
Appearance,2,13,15,4,Green
Appearance,2,31,1,1,Dark
Appearance,2,78,5,4,Green
Appearance,2,47,7,4,Green
Appearance,2,54,11,5,Brown
Appearance,2,15,3,5,Brown
Appearance,2,74,7,5,Brown
Appearance,2,2,1,4,Green
Appearance,2,51,9,4,Green
Appearance,2,76,9,5,Brown
Appearance,2,42,5,4,Green
Appearance,2,14,3,1,Dark
Appearance,2,63,17,5,Brown
Appearance,2,13,1,4,Green
Appearance,2,21,3,4,Green
Appearance,2,42,3,5,Brown
Appearance,2,49,13,4,Green
Appearance,2,42,13,4,Green
Appearance,2,28,11,4,Green
Appearance,2,40,17,5,Brown
Appearance,2,77,7,5,Brown
Appearance,2,73,5,1,Dark
Appearance,2,2,5,4,Green
Appearance,2,49,15,4,Green
Appearance,2,74,17,5,Brown
Appearance,2,74,11,4,Green
Appearance,2,65,7,4,Green
Appearance,2,69,15,5,Brown
Appearance,2,58,17,4,Green
Appearance,2,9,11,4,Green
Appearance,2,50,1,4,Green
Appearance,2,74,5,2,Bright
Appearance,2,21,17,5,Brown
Appearance,2,25,3,4,Green
Appearance,2,8,15,3,Blue
Appearance,2,80,9,5,Brown
Appearance,2,24,3,4,Green
Appearance,2,62,3,4,Green
Appearance,2,52,7,4,Green
Appearance,2,31,9,4,Green
Appearance,2,8,13,3,Blue
Appearance,2,23,17,4,Green
Appearance,2,21,5,4,Green
Appearance,2,36,17,5,Brown
Appearance,2,73,17,5,Brown
Appearance,2,31,17,2,Bright
Appearance,2,64,3,4,Green
Appearance,2,25,1,1,Dark
Appearance,2,16,9,4,Green
Appearance,2,28,17,4,Green
Appearance,2,75,15,1,Dark
Appearance,2,44,1,4,Green
Appearance,2,51,1,4,Green
Appearance,2,25,9,5,Brown
Appearance,2,45,13,4,Green
Appearance,2,11,9,4,Green
Appearance,2,36,11,4,Green
Appearance,2,4,5,4,Green
Appearance,2,4,3,4,Green
Appearance,2,31,3,2,Bright
Appearance,2,13,17,4,Green
Appearance,2,52,5,4,Green
Appearance,2,52,17,4,Green
Appearance,2,45,15,4,Green
Appearance,2,6,17,4,Green
Appearance,2,3,11,2,Bright
Appearance,2,26,11,4,Green
Appearance,2,77,1,5,Brown
Appearance,2,10,17,4,Green
Appearance,2,62,5,2,Bright
Appearance,2,75,5,1,Dark
Appearance,2,5,11,4,Green
Appearance,2,43,3,4,Green
Appearance,2,55,5,1,Dark
Appearance,2,67,3,5,Brown
Appearance,2,12,17,2,Bright
Appearance,2,12,13,4,Green
Appearance,2,34,5,3,Blue
Appearance,2,64,9,5,Brown
Appearance,2,43,11,4,Green
Appearance,2,71,11,4,Green
Appearance,2,48,9,5,Brown
Appearance,2,56,3,5,Brown
Appearance,2,11,11,4,Green
Appearance,2,5,9,4,Green
Appearance,2,66,7,3,Blue
Appearance,2,34,17,4,Green
Appearance,2,74,13,1,Dark
Appearance,2,70,17,5,Brown
Appearance,2,14,13,1,Dark
Appearance,2,25,11,4,Green
Appearance,2,9,13,3,Blue
Appearance,2,65,1,2,Bright
Appearance,2,33,11,2,Bright
Appearance,2,22,5,4,Green
Appearance,2,48,17,5,Brown
Appearance,2,13,13,4,Green
Appearance,2,71,13,4,Green
Appearance,2,63,1,5,Brown
Appearance,2,29,5,4,Green
Appearance,2,19,1,4,Green
Appearance,2,48,3,5,Brown
Appearance,2,59,1,1,Dark
Appearance,2,17,17,5,Brown
Appearance,2,18,7,5,Brown
Appearance,2,61,11,5,Brown
Appearance,2,78,3,4,Green
Appearance,2,12,1,1,Dark
Appearance,2,80,17,5,Brown
Appearance,2,44,9,4,Green
Appearance,2,30,3,3,Blue
Appearance,2,7,7,2,Bright
Appearance,2,19,13,4,Green
Appearance,2,5,13,4,Green
Appearance,2,11,13,4,Green
Appearance,2,35,9,1,Dark
Appearance,2,9,5,4,Green
Appearance,2,19,9,4,Green
Appearance,2,78,7,4,Green
Appearance,2,48,1,5,Brown
Appearance,2,24,5,2,Bright
Appearance,2,38,3,5,Brown
Appearance,2,77,9,5,Brown
Appearance,2,23,5,4,Green
Appearance,2,33,9,4,Green
Appearance,2,65,11,4,Green
Appearance,2,39,13,4,Green
Appearance,2,64,7,4,Green
Appearance,2,58,13,5,Brown
Appearance,2,44,3,4,Green
Appearance,2,52,1,4,Green
Appearance,2,22,17,4,Green
Appearance,2,6,15,4,Green
Appearance,2,26,7,4,Green
Appearance,2,43,17,4,Green
Appearance,2,71,1,4,Green
Appearance,2,1,11,5,Brown
Appearance,2,1,1,5,Brown
Appearance,2,32,3,4,Green
Appearance,2,35,1,1,Dark
Appearance,2,5,1,4,Green
Appearance,2,46,15,5,Brown
Appearance,2,58,1,5,Brown
Appearance,2,18,17,5,Brown
Appearance,2,6,13,4,Green
Appearance,2,25,5,5,Brown
Appearance,2,80,13,2,Bright
Appearance,2,13,3,4,Green
Appearance,2,38,15,4,Green
Appearance,2,50,11,4,Green
Appearance,2,75,13,5,Brown
Appearance,2,35,3,5,Brown
Appearance,2,49,17,3,Blue
Appearance,2,60,9,2,Bright
Appearance,2,19,17,4,Green
Appearance,2,43,5,4,Green
Appearance,2,51,5,4,Green
Appearance,2,68,9,5,Brown
Appearance,2,56,15,5,Brown
Appearance,2,22,15,4,Green
Appearance,2,41,1,5,Brown
Appearance,2,61,1,5,Brown
Appearance,2,66,17,5,Brown
Appearance,2,6,3,4,Green
Appearance,2,47,13,4,Green
Appearance,2,57,9,5,Brown
Appearance,2,79,15,5,Brown
Appearance,2,4,1,4,Green
Appearance,2,14,1,5,Brown
Appearance,2,11,3,4,Green
Appearance,2,33,15,4,Green
Appearance,2,27,1,4,Green
Appearance,2,21,15,4,Green
Appearance,2,46,9,5,Brown
Appearance,2,52,3,4,Green
Appearance,2,6,7,4,Green
Appearance,2,28,13,4,Green
Appearance,2,24,11,1,Dark
Appearance,2,53,3,3,Blue
Appearance,2,72,15,5,Brown
Appearance,2,54,3,3,Blue
Appearance,2,46,7,5,Brown
Appearance,2,65,9,2,Bright
Appearance,2,66,11,2,Bright
Appearance,2,27,5,5,Brown
Appearance,2,25,17,5,Brown
Appearance,2,10,13,4,Green
Appearance,2,19,3,4,Green
Appearance,2,68,5,5,Brown
Appearance,2,23,13,4,Green
Appearance,2,78,11,2,Bright
Appearance,2,1,5,5,Brown
Appearance,2,67,17,5,Brown
Appearance,2,7,3,3,Blue
Appearance,2,37,3,3,Blue
Appearance,2,21,9,4,Green
Appearance,2,36,5,2,Bright
Appearance,2,67,15,5,Brown
Appearance,2,59,7,5,Brown
Appearance,2,19,7,4,Green
Appearance,2,45,7,5,Brown
Appearance,2,12,3,4,Green
Appearance,2,20,9,4,Green
Appearance,2,32,15,4,Green
Appearance,2,34,1,3,Blue
Appearance,2,52,13,5,Brown
Appearance,2,3,17,5,Brown
Appearance,2,54,15,3,Blue
Appearance,2,72,9,5,Brown
Appearance,2,22,7,4,Green
Appearance,2,12,15,4,Green
Appearance,2,40,5,5,Brown
Appearance,2,19,15,4,Green
Appearance,2,46,17,5,Brown
Appearance,2,21,1,5,Brown
Appearance,2,35,13,2,Bright
Appearance,2,23,15,4,Green
Appearance,2,79,3,2,Bright
Appearance,2,75,11,5,Brown
Appearance,2,8,7,4,Green
Appearance,2,11,5,4,Green
Appearance,2,61,13,5,Brown
Appearance,2,51,17,4,Green
Appearance,2,2,11,5,Brown
Appearance,2,42,17,2,Bright
Appearance,2,71,15,4,Green
Appearance,2,26,5,4,Green
Appearance,2,75,3,3,Blue
Appearance,2,3,13,5,Brown
Appearance,2,18,3,3,Blue
Appearance,2,37,1,2,Bright
Appearance,2,28,5,4,Green
Appearance,2,7,1,1,Dark
Appearance,2,18,1,2,Bright
Appearance,2,57,13,1,Dark
Appearance,2,7,11,3,Blue
Appearance,2,3,9,4,Green
Appearance,2,36,1,5,Brown
Appearance,2,67,13,1,Dark
Appearance,2,71,5,4,Green
Appearance,2,36,3,4,Green
Appearance,2,17,11,1,Dark
Appearance,2,16,13,4,Green
Appearance,2,13,11,4,Green
Appearance,2,14,9,1,Dark
Appearance,2,24,1,4,Green
Appearance,2,3,5,4,Green
Appearance,2,56,5,5,Brown
Appearance,2,20,3,4,Green
Appearance,2,61,5,5,Brown
Appearance,2,5,7,4,Green
Appearance,2,51,13,4,Green
Appearance,2,64,17,4,Green
Appearance,2,60,5,5,Brown
Appearance,2,47,17,4,Green
Appearance,2,18,11,4,Green
Appearance,2,35,11,5,Brown
Appearance,2,2,9,5,Brown
Appearance,2,31,15,4,Green
Appearance,2,60,11,4,Green
